ID Objectif,Année,Mois,ID Agence,ID Produit,Objectif Primes,Objectif Nouveaux Contrats,Objectif Taux Renouvellement,Objectif Ratio Sinistres Primes
OBJ-02635,2025,4,AGC-006,PRD-003,575546000,18,0.74,0.52
OBJ-02636,2025,4,AGC-006,PRD-004,432660000,13,0.79,0.53
OBJ-02637,2025,4,AGC-006,PRD-005,130902000,4,0.79,0.62
OBJ-02638,2025,4,AGC-006,PRD-006,425616000,6,0.67,0.53
OBJ-02639,2025,4,AGC-006,PRD-007,1279332000,14,0.7,0.41
OBJ-02640,2025,4,AGC-006,PRD-008,1671106000,9,0.67,0.52
OBJ-02641,2025,4,AGC-007,PRD-001,559025000,12,0.65,0.55
OBJ-02642,2025,4,AGC-007,PRD-002,470201000,14,0.75,0.41
OBJ-02643,2025,4,AGC-007,PRD-003,702245000,16,0.79,0.62
OBJ-02644,2025,4,AGC-007,PRD-004,300326000,12,0.62,0.55
OBJ-02645,2025,4,AGC-007,PRD-005,344166000,16,0.78,0.62
OBJ-02646,2025,4,AGC-007,PRD-006,371613000,9,0.79,0.61
OBJ-02647,2025,4,AGC-007,PRD-007,858052000,10,0.75,0.44
OBJ-02648,2025,4,AGC-007,PRD-008,1429154000,17,0.7,0.63
OBJ-02649,2025,4,AGC-008,PRD-001,258346000,18,0.66,0.55
OBJ-02650,2025,4,AGC-008,PRD-002,376690000,4,0.75,0.63
OBJ-02651,2025,4,AGC-008,PRD-003,519584000,15,0.69,0.64
OBJ-02652,2025,4,AGC-008,PRD-004,305647000,4,0.71,0.54
OBJ-02653,2025,4,AGC-008,PRD-005,195550000,4,0.67,0.49
OBJ-02654,2025,4,AGC-008,PRD-006,406974000,5,0.6,0.45
OBJ-02655,2025,4,AGC-008,PRD-007,1243873000,13,0.72,0.5
OBJ-02656,2025,4,AGC-008,PRD-008,837362000,5,0.78,0.6
OBJ-02657,2025,4,AGC-009,PRD-001,365567000,13,0.64,0.53
OBJ-02658,2025,4,AGC-009,PRD-002,311966000,10,0.67,0.46
OBJ-02659,2025,4,AGC-009,PRD-003,319692000,14,0.65,0.44
OBJ-02660,2025,4,AGC-009,PRD-004,410260000,18,0.79,0.56
OBJ-02661,2025,4,AGC-009,PRD-005,166382000,12,0.74,0.48
OBJ-02662,2025,4,AGC-009,PRD-006,241849000,10,0.66,0.45
OBJ-02663,2025,4,AGC-009,PRD-007,1454418000,8,0.8,0.44
OBJ-02664,2025,4,AGC-009,PRD-008,1063288000,11,0.74,0.55
OBJ-02665,2025,4,AGC-010,PRD-001,623429000,18,0.73,0.47
OBJ-02666,2025,4,AGC-010,PRD-002,618074000,11,0.64,0.63
OBJ-02667,2025,4,AGC-010,PRD-003,304281000,12,0.71,0.63
OBJ-02668,2025,4,AGC-010,PRD-004,350177000,18,0.7,0.45
OBJ-02669,2025,4,AGC-010,PRD-005,161986000,7,0.75,0.62
OBJ-02670,2025,4,AGC-010,PRD-006,300933000,13,0.67,0.44
OBJ-02671,2025,4,AGC-010,PRD-007,1690869000,9,0.65,0.6
OBJ-02672,2025,4,AGC-010,PRD-008,1596374000,12,0.78,0.54
OBJ-02673,2025,4,AGC-011,PRD-001,620531000,11,0.61,0.51
OBJ-02674,2025,4,AGC-011,PRD-002,480131000,11,0.8,0.41
OBJ-02675,2025,4,AGC-011,PRD-003,628715000,4,0.74,0.43
OBJ-02676,2025,4,AGC-011,PRD-004,406064000,7,0.66,0.59
OBJ-02677,2025,4,AGC-011,PRD-005,332135000,14,0.65,0.42
OBJ-02678,2025,4,AGC-011,PRD-006,251833000,12,0.63,0.45
OBJ-02679,2025,4,AGC-011,PRD-007,702222000,5,0.62,0.48
OBJ-02680,2025,4,AGC-011,PRD-008,1411859000,6,0.75,0.62
OBJ-02681,2025,4,AGC-012,PRD-001,422994000,14,0.73,0.53
OBJ-02682,2025,4,AGC-012,PRD-002,645278000,5,0.73,0.47
OBJ-02683,2025,4,AGC-012,PRD-003,495475000,7,0.67,0.6
OBJ-02684,2025,4,AGC-012,PRD-004,454196000,11,0.7,0.47
OBJ-02685,2025,4,AGC-012,PRD-005,145548000,8,0.67,0.6
OBJ-02686,2025,4,AGC-012,PRD-006,698410000,11,0.66,0.46
OBJ-02687,2025,4,AGC-012,PRD-007,1135580000,12,0.78,0.53
OBJ-02688,2025,4,AGC-012,PRD-008,1606195000,9,0.7,0.52
OBJ-02689,2025,5,AGC-001,PRD-001,1042845000,39,0.76,0.6
OBJ-02690,2025,5,AGC-001,PRD-002,1229629000,34,0.78,0.47
OBJ-02691,2025,5,AGC-001,PRD-003,1525925000,50,0.69,0.45
OBJ-02692,2025,5,AGC-001,PRD-004,1918504000,20,0.71,0.62
OBJ-02693,2025,5,AGC-001,PRD-005,756192000,38,0.65,0.64
OBJ-02694,2025,5,AGC-001,PRD-006,1847794000,33,0.77,0.45
OBJ-02695,2025,5,AGC-001,PRD-007,4990931000,18,0.77,0.47
OBJ-02696,2025,5,AGC-001,PRD-008,5082175000,46,0.77,0.45
OBJ-02697,2025,5,AGC-002,PRD-001,1265282000,28,0.79,0.5
OBJ-02698,2025,5,AGC-002,PRD-002,1135176000,41,0.62,0.57
OBJ-02699,2025,5,AGC-002,PRD-003,1610909000,25,0.78,0.57
OBJ-02700,2025,5,AGC-002,PRD-004,1533972000,29,0.61,0.57
OBJ-02701,2025,5,AGC-002,PRD-005,500660000,31,0.69,0.52
OBJ-02702,2025,5,AGC-002,PRD-006,1019694000,43,0.66,0.6
OBJ-02703,2025,5,AGC-002,PRD-007,2749267000,31,0.77,0.52
OBJ-02704,2025,5,AGC-002,PRD-008,5191421000,35,0.61,0.57
OBJ-02705,2025,5,AGC-003,PRD-001,1763038000,21,0.74,0.48
OBJ-02706,2025,5,AGC-003,PRD-002,1396247000,30,0.61,0.54
OBJ-02707,2025,5,AGC-003,PRD-003,1555727000,19,0.72,0.51
OBJ-02708,2025,5,AGC-003,PRD-004,1977789000,20,0.68,0.46
OBJ-02709,2025,5,AGC-003,PRD-005,1018651000,43,0.71,0.62
OBJ-02710,2025,5,AGC-003,PRD-006,1637218000,34,0.75,0.63
OBJ-02711,2025,5,AGC-003,PRD-007,4300009000,44,0.75,0.49
OBJ-02712,2025,5,AGC-003,PRD-008,5089947000,20,0.75,0.58
OBJ-02713,2025,5,AGC-004,PRD-001,249690000,12,0.71,0.57
OBJ-02714,2025,5,AGC-004,PRD-002,701246000,11,0.78,0.54
OBJ-02715,2025,5,AGC-004,PRD-003,460945000,15,0.79,0.48
OBJ-02716,2025,5,AGC-004,PRD-004,341951000,4,0.7,0.64
OBJ-02717,2025,5,AGC-004,PRD-005,212386000,15,0.76,0.62
OBJ-02718,2025,5,AGC-004,PRD-006,668986000,5,0.65,0.6
OBJ-02719,2025,5,AGC-004,PRD-007,1699648000,18,0.73,0.58
OBJ-02720,2025,5,AGC-004,PRD-008,761889000,18,0.72,0.47
OBJ-02721,2025,5,AGC-005,PRD-001,517841000,5,0.7,0.57
OBJ-02722,2025,5,AGC-005,PRD-002,379573000,4,0.7,0.59
OBJ-02723,2025,5,AGC-005,PRD-003,633560000,10,0.64,0.44
OBJ-02724,2025,5,AGC-005,PRD-004,626352000,14,0.64,0.42
OBJ-02725,2025,5,AGC-005,PRD-005,230631000,5,0.65,0.47
OBJ-02726,2025,5,AGC-005,PRD-006,262104000,5,0.69,0.55
OBJ-02727,2025,5,AGC-005,PRD-007,1659830000,11,0.62,0.56
OBJ-02728,2025,5,AGC-005,PRD-008,1275929000,8,0.62,0.48
OBJ-02729,2025,5,AGC-006,PRD-001,706148000,18,0.76,0.59
OBJ-02730,2025,5,AGC-006,PRD-002,406231000,5,0.7,0.63
OBJ-02731,2025,5,AGC-006,PRD-003,247446000,12,0.78,0.57
OBJ-02732,2025,5,AGC-006,PRD-004,488597000,8,0.71,0.57
OBJ-02733,2025,5,AGC-006,PRD-005,267967000,7,0.78,0.52
OBJ-02734,2025,5,AGC-006,PRD-006,591603000,16,0.68,0.43
OBJ-02735,2025,5,AGC-006,PRD-007,1500901000,7,0.79,0.56
OBJ-02736,2025,5,AGC-006,PRD-008,1694110000,6,0.67,0.57
OBJ-02737,2025,5,AGC-007,PRD-001,421930000,14,0.69,0.64
OBJ-02738,2025,5,AGC-007,PRD-002,413834000,16,0.68,0.51
OBJ-02739,2025,5,AGC-007,PRD-003,639339000,11,0.64,0.61
OBJ-02740,2025,5,AGC-007,PRD-004,639656000,11,0.79,0.56
OBJ-02741,2025,5,AGC-007,PRD-005,332543000,5,0.67,0.51
OBJ-02742,2025,5,AGC-007,PRD-006,574929000,14,0.69,0.54
OBJ-02743,2025,5,AGC-007,PRD-007,957396000,4,0.68,0.6
OBJ-02744,2025,5,AGC-007,PRD-008,1443616000,16,0.78,0.58
OBJ-02745,2025,5,AGC-008,PRD-001,287814000,13,0.64,0.55
OBJ-02746,2025,5,AGC-008,PRD-002,356136000,12,0.63,0.51
OBJ-02747,2025,5,AGC-008,PRD-003,473183000,9,0.75,0.62
OBJ-02748,2025,5,AGC-008,PRD-004,344107000,16,0.8,0.48
OBJ-02749,2025,5,AGC-008,PRD-005,271454000,18,0.71,0.53
OBJ-02750,2025,5,AGC-008,PRD-006,550672000,4,0.78,0.43
OBJ-02751,2025,5,AGC-008,PRD-007,695980000,6,0.78,0.64
OBJ-02752,2025,5,AGC-008,PRD-008,995219000,16,0.68,0.6
OBJ-02753,2025,5,AGC-009,PRD-001,433269000,5,0.75,0.59
OBJ-02754,2025,5,AGC-009,PRD-002,652856000,10,0.68,0.56
OBJ-02755,2025,5,AGC-009,PRD-003,405644000,9,0.71,0.53
OBJ-02756,2025,5,AGC-009,PRD-004,695973000,4,0.7,0.42
OBJ-02757,2025,5,AGC-009,PRD-005,302914000,13,0.77,0.57
OBJ-02758,2025,5,AGC-009,PRD-006,671318000,9,0.65,0.59
OBJ-02759,2025,5,AGC-009,PRD-007,821302000,12,0.72,0.47
OBJ-02760,2025,5,AGC-009,PRD-008,1762160000,8,0.7,0.63
OBJ-02761,2025,5,AGC-010,PRD-001,610879000,10,0.62,0.63
OBJ-02762,2025,5,AGC-010,PRD-002,658143000,11,0.62,0.58
OBJ-02763,2025,5,AGC-010,PRD-003,624730000,10,0.61,0.54
OBJ-02764,2025,5,AGC-010,PRD-004,563667000,13,0.63,0.51
OBJ-02765,2025,5,AGC-010,PRD-005,349024000,6,0.74,0.58
OBJ-02766,2025,5,AGC-010,PRD-006,317969000,15,0.76,0.63
OBJ-02767,2025,5,AGC-010,PRD-007,1030279000,5,0.79,0.5
OBJ-02768,2025,5,AGC-010,PRD-008,1232258000,18,0.69,0.64
OBJ-02769,2025,5,AGC-011,PRD-001,655884000,14,0.69,0.58
OBJ-02770,2025,5,AGC-011,PRD-002,442872000,10,0.61,0.64
OBJ-02771,2025,5,AGC-011,PRD-003,340476000,5,0.69,0.63
OBJ-02772,2025,5,AGC-011,PRD-004,501330000,6,0.69,0.65
OBJ-02773,2025,5,AGC-011,PRD-005,183407000,7,0.76,0.45
OBJ-02774,2025,5,AGC-011,PRD-006,392095000,5,0.63,0.61
OBJ-02775,2025,5,AGC-011,PRD-007,1743863000,11,0.8,0.61
OBJ-02776,2025,5,AGC-011,PRD-008,1377428000,15,0.76,0.6
OBJ-02777,2025,5,AGC-012,PRD-001,600666000,17,0.71,0.65
OBJ-02778,2025,5,AGC-012,PRD-002,248631000,16,0.6,0.62
OBJ-02779,2025,5,AGC-012,PRD-003,428950000,15,0.73,0.53
OBJ-02780,2025,5,AGC-012,PRD-004,412327000,12,0.67,0.49
OBJ-02781,2025,5,AGC-012,PRD-005,310869000,10,0.72,0.6
OBJ-02782,2025,5,AGC-012,PRD-006,301244000,7,0.77,0.44
OBJ-02783,2025,5,AGC-012,PRD-007,691822000,6,0.66,0.49
OBJ-02784,2025,5,AGC-012,PRD-008,898816000,18,0.73,0.55
OBJ-02785,2025,6,AGC-001,PRD-001,975228000,27,0.63,0.45
OBJ-02786,2025,6,AGC-001,PRD-002,1080658000,34,0.66,0.61
OBJ-02787,2025,6,AGC-001,PRD-003,1791942000,15,0.67,0.63
OBJ-02788,2025,6,AGC-001,PRD-004,1583369000,36,0.75,0.58
OBJ-02789,2025,6,AGC-001,PRD-005,756039000,45,0.7,0.6
OBJ-02790,2025,6,AGC-001,PRD-006,1223291000,33,0.61,0.47
OBJ-02791,2025,6,AGC-001,PRD-007,4575042000,41,0.79,0.49
OBJ-02792,2025,6,AGC-001,PRD-008,3266993000,42,0.76,0.56
OBJ-02793,2025,6,AGC-002,PRD-001,1255550000,47,0.63,0.53
OBJ-02794,2025,6,AGC-002,PRD-002,1234879000,25,0.68,0.53
OBJ-02795,2025,6,AGC-002,PRD-003,1638718000,39,0.68,0.57
OBJ-02796,2025,6,AGC-002,PRD-004,1396804000,25,0.73,0.42
OBJ-02797,2025,6,AGC-002,PRD-005,752982000,43,0.68,0.47
OBJ-02798,2025,6,AGC-002,PRD-006,1438084000,25,0.76,0.59
OBJ-02799,2025,6,AGC-002,PRD-007,2481753000,27,0.67,0.57
OBJ-02800,2025,6,AGC-002,PRD-008,2555325000,31,0.65,0.5
OBJ-02801,2025,6,AGC-003,PRD-001,1567086000,49,0.72,0.6
OBJ-02802,2025,6,AGC-003,PRD-002,1005995000,18,0.65,0.61
OBJ-02803,2025,6,AGC-003,PRD-003,1547018000,41,0.77,0.5
OBJ-02804,2025,6,AGC-003,PRD-004,1406670000,43,0.71,0.64
OBJ-02805,2025,6,AGC-003,PRD-005,780220000,41,0.62,0.49
OBJ-02806,2025,6,AGC-003,PRD-006,1648803000,24,0.71,0.54
OBJ-02807,2025,6,AGC-003,PRD-007,5102933000,50,0.76,0.64
OBJ-02808,2025,6,AGC-003,PRD-008,5205132000,24,0.71,0.4
OBJ-02809,2025,6,AGC-004,PRD-001,520845000,17,0.62,0.56
OBJ-02810,2025,6,AGC-004,PRD-002,652850000,12,0.63,0.43
OBJ-02811,2025,6,AGC-004,PRD-003,457210000,10,0.76,0.48
OBJ-02812,2025,6,AGC-004,PRD-004,582885000,10,0.71,0.44
OBJ-02813,2025,6,AGC-004,PRD-005,252423000,7,0.66,0.62
OBJ-02814,2025,6,AGC-004,PRD-006,409639000,14,0.62,0.42
OBJ-02815,2025,6,AGC-004,PRD-007,960307000,10,0.65,0.57
OBJ-02816,2025,6,AGC-004,PRD-008,1294362000,10,0.64,0.61
OBJ-02817,2025,6,AGC-005,PRD-001,239117000,5,0.78,0.46
OBJ-02818,2025,6,AGC-005,PRD-002,537485000,16,0.71,0.64
OBJ-02819,2025,6,AGC-005,PRD-003,526740000,4,0.75,0.53
OBJ-02820,2025,6,AGC-005,PRD-004,275285000,5,0.65,0.4
OBJ-02821,2025,6,AGC-005,PRD-005,247689000,17,0.78,0.54
OBJ-02822,2025,6,AGC-005,PRD-006,239294000,8,0.68,0.54
OBJ-02823,2025,6,AGC-005,PRD-007,1339462000,9,0.8,0.48
OBJ-02824,2025,6,AGC-005,PRD-008,873631000,10,0.74,0.51
OBJ-02825,2025,6,AGC-006,PRD-001,397269000,15,0.61,0.62
OBJ-02826,2025,6,AGC-006,PRD-002,463643000,11,0.6,0.59
OBJ-02827,2025,6,AGC-006,PRD-003,629490000,5,0.72,0.61
OBJ-02828,2025,6,AGC-006,PRD-004,526430000,17,0.72,0.59
OBJ-02829,2025,6,AGC-006,PRD-005,227832000,14,0.62,0.47
OBJ-02830,2025,6,AGC-006,PRD-006,659673000,7,0.78,0.54
OBJ-02831,2025,6,AGC-006,PRD-007,710623000,16,0.71,0.41
OBJ-02832,2025,6,AGC-006,PRD-008,1710225000,4,0.76,0.55
OBJ-02833,2025,6,AGC-007,PRD-001,489109000,16,0.64,0.6
OBJ-02834,2025,6,AGC-007,PRD-002,633189000,13,0.66,0.47
OBJ-02835,2025,6,AGC-007,PRD-003,446097000,7,0.63,0.44
OBJ-02836,2025,6,AGC-007,PRD-004,290884000,11,0.77,0.53
OBJ-02837,2025,6,AGC-007,PRD-005,146199000,9,0.62,0.64
OBJ-02838,2025,6,AGC-007,PRD-006,496720000,17,0.77,0.59
OBJ-02839,2025,6,AGC-007,PRD-007,1363395000,17,0.8,0.54
OBJ-02840,2025,6,AGC-007,PRD-008,887673000,17,0.62,0.45
OBJ-02841,2025,6,AGC-008,PRD-001,703204000,8,0.64,0.56
OBJ-02842,2025,6,AGC-008,PRD-002,487031000,15,0.64,0.43
OBJ-02843,2025,6,AGC-008,PRD-003,620054000,18,0.7,0.47
OBJ-02844,2025,6,AGC-008,PRD-004,359178000,13,0.79,0.61
OBJ-02845,2025,6,AGC-008,PRD-005,191006000,6,0.69,0.43
OBJ-02846,2025,6,AGC-008,PRD-006,677185000,14,0.67,0.42
OBJ-02847,2025,6,AGC-008,PRD-007,1730778000,15,0.63,0.61
OBJ-02848,2025,6,AGC-008,PRD-008,1111004000,8,0.69,0.42
OBJ-02849,2025,6,AGC-009,PRD-001,570651000,13,0.75,0.57
OBJ-02850,2025,6,AGC-009,PRD-002,457543000,6,0.61,0.5
OBJ-02851,2025,6,AGC-009,PRD-003,259423000,11,0.68,0.54
OBJ-02852,2025,6,AGC-009,PRD-004,406665000,6,0.79,0.51
OBJ-02853,2025,6,AGC-009,PRD-005,121627000,14,0.61,0.6
OBJ-02854,2025,6,AGC-009,PRD-006,571796000,17,0.71,0.47
OBJ-02855,2025,6,AGC-009,PRD-007,1703612000,16,0.76,0.51
OBJ-02856,2025,6,AGC-009,PRD-008,1478520000,10,0.63,0.53
OBJ-02857,2025,6,AGC-010,PRD-001,651548000,4,0.71,0.61
OBJ-02858,2025,6,AGC-010,PRD-002,495039000,7,0.75,0.41
OBJ-02859,2025,6,AGC-010,PRD-003,240247000,13,0.74,0.43
OBJ-02860,2025,6,AGC-010,PRD-004,583756000,10,0.71,0.58
OBJ-02861,2025,6,AGC-010,PRD-005,133848000,18,0.65,0.47
OBJ-02862,2025,6,AGC-010,PRD-006,693045000,16,0.77,0.55
OBJ-02863,2025,6,AGC-010,PRD-007,1539712000,13,0.79,0.61
OBJ-02864,2025,6,AGC-010,PRD-008,1144190000,17,0.75,0.62
OBJ-02865,2025,6,AGC-011,PRD-001,275493000,10,0.62,0.63
OBJ-02866,2025,6,AGC-011,PRD-002,473548000,5,0.68,0.53
OBJ-02867,2025,6,AGC-011,PRD-003,500921000,6,0.61,0.45
OBJ-02868,2025,6,AGC-011,PRD-004,640639000,11,0.7,0.6
OBJ-02869,2025,6,AGC-011,PRD-005,327009000,16,0.66,0.42
OBJ-02870,2025,6,AGC-011,PRD-006,277082000,4,0.71,0.54
OBJ-02871,2025,6,AGC-011,PRD-007,1205314000,16,0.66,0.58
OBJ-02872,2025,6,AGC-011,PRD-008,1163286000,11,0.67,0.63
OBJ-02873,2025,6,AGC-012,PRD-001,504143000,13,0.61,0.54
OBJ-02874,2025,6,AGC-012,PRD-002,344165000,7,0.71,0.47
OBJ-02875,2025,6,AGC-012,PRD-003,691120000,17,0.77,0.57
OBJ-02876,2025,6,AGC-012,PRD-004,637821000,15,0.65,0.52
OBJ-02877,2025,6,AGC-012,PRD-005,204357000,4,0.66,0.62
OBJ-02878,2025,6,AGC-012,PRD-006,524661000,5,0.69,0.58
OBJ-02879,2025,6,AGC-012,PRD-007,1130516000,11,0.67,0.45
OBJ-02880,2025,6,AGC-012,PRD-008,1523219000,18,0.65,0.45
OBJ-02881,2025,7,AGC-001,PRD-001,1191967000,19,0.67,0.4
OBJ-02882,2025,7,AGC-001,PRD-002,1639168000,26,0.67,0.62
OBJ-02883,2025,7,AGC-001,PRD-003,1007119000,23,0.79,0.55
OBJ-02884,2025,7,AGC-001,PRD-004,1122106000,36,0.62,0.5
OBJ-02885,2025,7,AGC-001,PRD-005,944921000,25,0.71,0.62
OBJ-02886,2025,7,AGC-001,PRD-006,1520817000,26,0.75,0.51
OBJ-02887,2025,7,AGC-001,PRD-007,3550946000,40,0.76,0.47
OBJ-02888,2025,7,AGC-001,PRD-008,4957781000,15,0.77,0.41
OBJ-02889,2025,7,AGC-002,PRD-001,1113802000,47,0.65,0.47
OBJ-02890,2025,7,AGC-002,PRD-002,1727458000,25,0.61,0.52
OBJ-02891,2025,7,AGC-002,PRD-003,1239813000,19,0.79,0.53
OBJ-02892,2025,7,AGC-002,PRD-004,1823722000,46,0.77,0.64
OBJ-02893,2025,7,AGC-002,PRD-005,809730000,15,0.67,0.45
OBJ-02894,2025,7,AGC-002,PRD-006,1569005000,49,0.66,0.42
OBJ-02895,2025,7,AGC-002,PRD-007,5115299000,40,0.8,0.44
OBJ-02896,2025,7,AGC-002,PRD-008,3292687000,34,0.67,0.63
OBJ-02897,2025,7,AGC-003,PRD-001,1428418000,32,0.74,0.61
OBJ-02898,2025,7,AGC-003,PRD-002,1563078000,44,0.69,0.55
OBJ-02899,2025,7,AGC-003,PRD-003,1690736000,18,0.64,0.58
OBJ-02900,2025,7,AGC-003,PRD-004,1833579000,48,0.66,0.43
OBJ-02901,2025,7,AGC-003,PRD-005,677903000,15,0.6,0.42
OBJ-02902,2025,7,AGC-003,PRD-006,1408735000,39,0.72,0.45
OBJ-02903,2025,7,AGC-003,PRD-007,3479015000,32,0.62,0.53
OBJ-02904,2025,7,AGC-003,PRD-008,3024961000,26,0.78,0.62
OBJ-02905,2025,7,AGC-004,PRD-001,589246000,18,0.72,0.46
OBJ-02906,2025,7,AGC-004,PRD-002,440931000,13,0.67,0.44
OBJ-02907,2025,7,AGC-004,PRD-003,474095000,10,0.63,0.58
OBJ-02908,2025,7,AGC-004,PRD-004,362263000,11,0.77,0.51
OBJ-02909,2025,7,AGC-004,PRD-005,141361000,9,0.79,0.51
OBJ-02910,2025,7,AGC-004,PRD-006,575332000,13,0.71,0.52
OBJ-02911,2025,7,AGC-004,PRD-007,662726000,7,0.77,0.52
OBJ-02912,2025,7,AGC-004,PRD-008,1209053000,6,0.75,0.52
OBJ-02913,2025,7,AGC-005,PRD-001,565602000,18,0.63,0.63
OBJ-02914,2025,7,AGC-005,PRD-002,662559000,15,0.61,0.63
OBJ-02915,2025,7,AGC-005,PRD-003,431474000,12,0.79,0.62
OBJ-02916,2025,7,AGC-005,PRD-004,676326000,15,0.8,0.48
OBJ-02917,2025,7,AGC-005,PRD-005,241682000,13,0.73,0.46
OBJ-02918,2025,7,AGC-005,PRD-006,325139000,9,0.75,0.45
OBJ-02919,2025,7,AGC-005,PRD-007,667702000,8,0.78,0.59
OBJ-02920,2025,7,AGC-005,PRD-008,638355000,13,0.63,0.57
OBJ-02921,2025,7,AGC-006,PRD-001,647350000,6,0.71,0.46
OBJ-02922,2025,7,AGC-006,PRD-002,705883000,16,0.61,0.54
OBJ-02923,2025,7,AGC-006,PRD-003,236816000,6,0.67,0.46
OBJ-02924,2025,7,AGC-006,PRD-004,468626000,6,0.65,0.48
OBJ-02925,2025,7,AGC-006,PRD-005,293139000,17,0.66,0.63
OBJ-02926,2025,7,AGC-006,PRD-006,660546000,5,0.63,0.48
OBJ-02927,2025,7,AGC-006,PRD-007,1355432000,11,0.71,0.56
OBJ-02928,2025,7,AGC-006,PRD-008,869576000,10,0.7,0.5
OBJ-02929,2025,7,AGC-007,PRD-001,467209000,17,0.75,0.4
OBJ-02930,2025,7,AGC-007,PRD-002,463417000,15,0.63,0.47
OBJ-02931,2025,7,AGC-007,PRD-003,242177000,8,0.78,0.46
OBJ-02932,2025,7,AGC-007,PRD-004,427249000,6,0.66,0.47
OBJ-02933,2025,7,AGC-007,PRD-005,231979000,6,0.63,0.46
OBJ-02934,2025,7,AGC-007,PRD-006,418626000,12,0.61,0.49
OBJ-02935,2025,7,AGC-007,PRD-007,984123000,16,0.75,0.43
OBJ-02936,2025,7,AGC-007,PRD-008,1437839000,9,0.66,0.46
OBJ-02937,2025,7,AGC-008,PRD-001,546769000,12,0.77,0.61
OBJ-02938,2025,7,AGC-008,PRD-002,505149000,14,0.63,0.6
OBJ-02939,2025,7,AGC-008,PRD-003,593639000,8,0.76,0.53
OBJ-02940,2025,7,AGC-008,PRD-004,658865000,7,0.71,0.61
OBJ-02941,2025,7,AGC-008,PRD-005,322497000,9,0.77,0.42
OBJ-02942,2025,7,AGC-008,PRD-006,618524000,9,0.69,0.57
OBJ-02943,2025,7,AGC-008,PRD-007,1576929000,9,0.7,0.5
OBJ-02944,2025,7,AGC-008,PRD-008,1222021000,4,0.79,0.59
OBJ-02945,2025,7,AGC-009,PRD-001,415499000,8,0.61,0.65
OBJ-02946,2025,7,AGC-009,PRD-002,303905000,18,0.75,0.45
OBJ-02947,2025,7,AGC-009,PRD-003,266559000,9,0.75,0.47
OBJ-02948,2025,7,AGC-009,PRD-004,561482000,4,0.79,0.62
OBJ-02949,2025,7,AGC-009,PRD-005,169990000,5,0.7,0.54
OBJ-02950,2025,7,AGC-009,PRD-006,513704000,12,0.66,0.42
OBJ-02951,2025,7,AGC-009,PRD-007,1145826000,17,0.74,0.49
OBJ-02952,2025,7,AGC-009,PRD-008,1473352000,15,0.75,0.54
OBJ-02953,2025,7,AGC-010,PRD-001,483732000,15,0.79,0.65
OBJ-02954,2025,7,AGC-010,PRD-002,537217000,8,0.71,0.6
OBJ-02955,2025,7,AGC-010,PRD-003,595065000,12,0.68,0.59
OBJ-02956,2025,7,AGC-010,PRD-004,447372000,8,0.63,0.57
OBJ-02957,2025,7,AGC-010,PRD-005,194211000,17,0.71,0.48
OBJ-02958,2025,7,AGC-010,PRD-006,352983000,17,0.73,0.57
OBJ-02959,2025,7,AGC-010,PRD-007,1681897000,12,0.62,0.44
OBJ-02960,2025,7,AGC-010,PRD-008,1170812000,14,0.67,0.43
OBJ-02961,2025,7,AGC-011,PRD-001,556641000,13,0.64,0.64
OBJ-02962,2025,7,AGC-011,PRD-002,345299000,9,0.71,0.45
OBJ-02963,2025,7,AGC-011,PRD-003,381264000,11,0.66,0.62
OBJ-02964,2025,7,AGC-011,PRD-004,289710000,14,0.62,0.63
OBJ-02965,2025,7,AGC-011,PRD-005,152417000,7,0.71,0.61
OBJ-02966,2025,7,AGC-011,PRD-006,310134000,5,0.68,0.45
OBJ-02967,2025,7,AGC-011,PRD-007,1004147000,18,0.73,0.55
OBJ-02968,2025,7,AGC-011,PRD-008,1272611000,17,0.79,0.61
OBJ-02969,2025,7,AGC-012,PRD-001,646943000,6,0.61,0.42
OBJ-02970,2025,7,AGC-012,PRD-002,406262000,16,0.78,0.43
OBJ-02971,2025,7,AGC-012,PRD-003,572587000,13,0.72,0.65
OBJ-02972,2025,7,AGC-012,PRD-004,405157000,14,0.69,0.53
OBJ-02973,2025,7,AGC-012,PRD-005,183249000,11,0.66,0.43
OBJ-02974,2025,7,AGC-012,PRD-006,544981000,14,0.76,0.65
OBJ-02975,2025,7,AGC-012,PRD-007,616065000,10,0.73,0.59
OBJ-02976,2025,7,AGC-012,PRD-008,623733000,13,0.76,0.44
OBJ-02977,2025,8,AGC-001,PRD-001,1370651000,21,0.67,0.56
OBJ-02978,2025,8,AGC-001,PRD-002,1867837000,37,0.63,0.61
OBJ-02979,2025,8,AGC-001,PRD-003,1012047000,31,0.67,0.56
OBJ-02980,2025,8,AGC-001,PRD-004,1939319000,21,0.74,0.44
OBJ-02981,2025,8,AGC-001,PRD-005,728564000,42,0.64,0.42
OBJ-02982,2025,8,AGC-001,PRD-006,1678513000,40,0.65,0.42
OBJ-02983,2025,8,AGC-001,PRD-007,3173084000,38,0.68,0.53
OBJ-02984,2025,8,AGC-001,PRD-008,4532313000,19,0.72,0.42
OBJ-02985,2025,8,AGC-002,PRD-001,1079200000,23,0.72,0.55
OBJ-02986,2025,8,AGC-002,PRD-002,1987028000,32,0.77,0.51
OBJ-02987,2025,8,AGC-002,PRD-003,1286662000,22,0.78,0.59
