ID Contrat,ID Client,ID Produit,ID Agent,ID Agence,Date Début,Date Fin,Statut Contrat,Montant Prime,Montant Commission,Fréquence Paiement,Renouvelé,Mode Paiement,Durée Contrat Mois
CTR-03597,CLT-0710,PRD-005,AGT-041,AGC-007,2023-10-05,2025-09-24,Expiré,780000,47000,Trimestrielle,Oui,Mobile Money,24
CTR-03598,CLT-0799,PRD-003,AGT-059,AGC-012,2023-01-31,2025-01-20,Expiré,7622000,686000,Mensuelle,Oui,Virement bancaire,24
CTR-03599,CLT-0905,PRD-005,AGT-053,AGC-010,2024-07-27,2027-07-12,Actif,1462000,88000,Semestrielle,Non,Mobile Money,36
CTR-03600,CLT-0286,PRD-008,AGT-016,AGC-002,2024-02-01,2025-01-26,Expiré,54068000,7029000,Semestrielle,Non,Virement bancaire,12
CTR-03601,CLT-0617,PRD-007,AGT-028,AGC-004,2024-06-14,2025-06-09,Expiré,13936000,1672000,Mensuelle,Non,Virement bancaire,12
CTR-03602,CLT-0332,PRD-004,AGT-044,AGC-007,2023-10-20,2025-10-09,Expiré,7530000,527000,Mensuelle,Oui,Mobile Money,24
CTR-03603,CLT-0464,PRD-001,AGT-015,AGC-002,2025-01-13,2026-01-08,Actif,4221000,338000,Semestrielle,Oui,Mobile Money,12
CTR-03604,CLT-0848,PRD-005,AGT-032,AGC-005,2023-02-26,2024-02-21,Résilié,2219000,133000,Mensuelle,Non,Espèces,12
CTR-03605,CLT-0259,PRD-003,AGT-008,AGC-001,2024-07-13,2025-07-08,Expiré,13586000,1223000,Trimestrielle,Oui,Chèque,12
CTR-03606,CLT-0624,PRD-005,AGT-035,AGC-006,2024-07-27,2026-07-17,Actif,1361000,82000,Trimestrielle,Non,Carte bancaire,24
CTR-03607,CLT-0481,PRD-003,AGT-004,AGC-001,2025-05-08,2027-04-28,Actif,10535000,948000,Trimestrielle,Non,Chèque,24
CTR-03608,CLT-0858,PRD-005,AGT-060,AGC-012,2024-12-09,2026-11-29,Actif,2001000,120000,Annuelle,Non,Espèces,24
CTR-03609,CLT-0491,PRD-006,AGT-007,AGC-001,2023-07-05,2024-06-29,Expiré,19696000,2167000,Trimestrielle,Non,Mobile Money,12
CTR-03610,CLT-0239,PRD-006,AGT-048,AGC-008,2023-08-01,2025-07-21,Expiré,5207000,573000,Semestrielle,Oui,Mobile Money,24
CTR-03611,CLT-0311,PRD-005,AGT-033,AGC-005,2023-11-07,2024-11-01,Expiré,1172000,70000,Mensuelle,Non,Mobile Money,12
CTR-03612,CLT-0032,PRD-006,AGT-014,AGC-002,2023-10-03,2026-09-17,Actif,21057000,2316000,Annuelle,Non,Virement bancaire,36
CTR-03613,CLT-0295,PRD-001,AGT-008,AGC-001,2024-01-25,2025-01-19,Résilié,3783000,303000,Annuelle,Non,Virement bancaire,12
CTR-03614,CLT-0885,PRD-004,AGT-014,AGC-002,2024-06-03,2025-05-29,Expiré,2165000,152000,Mensuelle,Non,Espèces,12
CTR-03615,CLT-0253,PRD-007,AGT-014,AGC-002,2024-10-10,2025-10-05,Expiré,40950000,4914000,Mensuelle,Non,Espèces,12
CTR-03616,CLT-0174,PRD-007,AGT-015,AGC-002,2023-05-17,2025-05-06,Expiré,23619000,2834000,Annuelle,Non,Virement bancaire,24
CTR-03617,CLT-0335,PRD-004,AGT-012,AGC-002,2024-04-18,2025-04-13,Expiré,7919000,554000,Mensuelle,Non,Mobile Money,12
CTR-03618,CLT-0940,PRD-006,AGT-050,AGC-009,2025-04-03,2026-03-29,Actif,9780000,1076000,Annuelle,Oui,Virement bancaire,12
CTR-03619,CLT-0927,PRD-001,AGT-005,AGC-001,2023-09-20,2025-09-09,Expiré,7323000,586000,Annuelle,Oui,Virement bancaire,24
CTR-03620,CLT-0968,PRD-001,AGT-032,AGC-005,2023-02-24,2025-02-13,Expiré,1549000,124000,Trimestrielle,Oui,Virement bancaire,24
CTR-03621,CLT-0961,PRD-007,AGT-026,AGC-004,2024-11-15,2025-11-10,Expiré,77500000,9300000,Semestrielle,Oui,Mobile Money,12
CTR-03622,CLT-0718,PRD-007,AGT-021,AGC-003,2025-02-04,2026-01-30,Actif,50910000,6109000,Mensuelle,Non,Carte bancaire,12
CTR-03623,CLT-0288,PRD-006,AGT-023,AGC-003,2023-06-27,2024-06-21,Expiré,6036000,664000,Annuelle,Non,Carte bancaire,12
CTR-03624,CLT-0633,PRD-001,AGT-059,AGC-012,2023-11-04,2025-10-24,Résilié,4937000,395000,Trimestrielle,Non,Carte bancaire,24
CTR-03625,CLT-0269,PRD-007,AGT-023,AGC-003,2025-04-18,2026-04-13,Actif,51470000,6176000,Annuelle,Non,Carte bancaire,12
CTR-03626,CLT-0663,PRD-001,AGT-044,AGC-007,2023-03-28,2025-03-17,Expiré,4851000,388000,Annuelle,Non,Mobile Money,24
CTR-03627,CLT-0342,PRD-007,AGT-014,AGC-002,2025-03-04,2026-02-27,Actif,43633000,5236000,Trimestrielle,Non,Virement bancaire,12
CTR-03628,CLT-0019,PRD-003,AGT-053,AGC-010,2024-11-16,2025-11-11,Expiré,11059000,995000,Mensuelle,Oui,Virement bancaire,12
CTR-03629,CLT-0080,PRD-001,AGT-018,AGC-003,2024-11-08,2026-10-29,Actif,3008000,241000,Annuelle,Oui,Virement bancaire,24
CTR-03630,CLT-0790,PRD-004,AGT-017,AGC-002,2023-06-09,2024-06-03,Expiré,5897000,413000,Mensuelle,Oui,Mobile Money,12
CTR-03631,CLT-0990,PRD-006,AGT-047,AGC-008,2025-05-03,2027-04-23,Actif,19356000,2129000,Mensuelle,Non,Espèces,24
CTR-03632,CLT-0599,PRD-008,AGT-046,AGC-008,2023-04-21,2024-04-15,Résilié,23733000,3085000,Trimestrielle,Non,Mobile Money,12
CTR-03633,CLT-0016,PRD-007,AGT-019,AGC-003,2024-08-18,2025-08-13,Expiré,47950000,5754000,Annuelle,Non,Mobile Money,12
CTR-03634,CLT-0191,PRD-006,AGT-007,AGC-001,2023-05-26,2024-05-20,Expiré,15061000,1657000,Semestrielle,Non,Chèque,12
CTR-03635,CLT-0743,PRD-008,AGT-047,AGC-008,2024-09-13,2025-09-08,Expiré,40883000,5315000,Trimestrielle,Non,Mobile Money,12
CTR-03636,CLT-0830,PRD-002,AGT-014,AGC-002,2023-08-01,2024-07-26,Expiré,6809000,681000,Trimestrielle,Non,Mobile Money,12
CTR-03637,CLT-0456,PRD-004,AGT-026,AGC-004,2025-03-15,2027-03-05,Actif,12908000,904000,Annuelle,Oui,Mobile Money,24
CTR-03638,CLT-0185,PRD-006,AGT-050,AGC-009,2024-09-10,2025-09-05,Expiré,22530000,2478000,Semestrielle,Oui,Mobile Money,12
CTR-03639,CLT-0371,PRD-005,AGT-034,AGC-005,2023-10-27,2024-10-21,Expiré,1822000,109000,Trimestrielle,Oui,Mobile Money,12
CTR-03640,CLT-0890,PRD-003,AGT-038,AGC-006,2024-10-17,2025-10-12,Résilié,20999000,1890000,Trimestrielle,Non,Chèque,12
CTR-03641,CLT-0827,PRD-005,AGT-022,AGC-003,2024-04-07,2026-03-28,Actif,418000,25000,Annuelle,Non,Virement bancaire,24
CTR-03642,CLT-0036,PRD-004,AGT-055,AGC-010,2023-05-10,2024-05-04,Expiré,8260000,578000,Annuelle,Non,Chèque,12
CTR-03643,CLT-0214,PRD-004,AGT-037,AGC-006,2024-06-29,2025-06-24,Résilié,3331000,233000,Mensuelle,Non,Espèces,12
CTR-03644,CLT-0645,PRD-006,AGT-051,AGC-009,2023-01-14,2025-01-03,Expiré,7025000,773000,Annuelle,Non,Virement bancaire,24
CTR-03645,CLT-0767,PRD-005,AGT-003,AGC-001,2023-03-01,2025-02-18,Expiré,1374000,82000,Semestrielle,Oui,Virement bancaire,24
CTR-03646,CLT-0753,PRD-003,AGT-047,AGC-008,2023-05-09,2025-04-28,Expiré,10663000,960000,Trimestrielle,Non,Mobile Money,24
CTR-03647,CLT-0496,PRD-001,AGT-004,AGC-001,2023-12-21,2024-12-15,Expiré,2783000,223000,Semestrielle,Non,Mobile Money,12
CTR-03648,CLT-0109,PRD-008,AGT-053,AGC-010,2023-01-12,2025-01-01,Expiré,43969000,5716000,Trimestrielle,Non,Espèces,24
CTR-03649,CLT-0339,PRD-001,AGT-030,AGC-005,2023-03-02,2025-02-19,Expiré,1743000,139000,Annuelle,Non,Virement bancaire,24
CTR-03650,CLT-0275,PRD-002,AGT-007,AGC-001,2023-01-25,2025-01-14,Expiré,10859000,1086000,Trimestrielle,Oui,Espèces,24
CTR-03651,CLT-0134,PRD-007,AGT-014,AGC-002,2023-10-15,2024-10-09,Expiré,12412000,1489000,Trimestrielle,Oui,Chèque,12
CTR-03652,CLT-0243,PRD-004,AGT-022,AGC-003,2025-06-25,2027-06-15,Actif,4317000,302000,Mensuelle,Oui,Espèces,24
CTR-03653,CLT-0165,PRD-007,AGT-005,AGC-001,2024-04-27,2026-04-17,Actif,68697000,8244000,Mensuelle,Oui,Espèces,24
CTR-03654,CLT-0098,PRD-003,AGT-043,AGC-007,2023-10-05,2024-09-29,Résilié,9943000,895000,Trimestrielle,Non,Virement bancaire,12
CTR-03655,CLT-0466,PRD-006,AGT-018,AGC-003,2025-06-26,2026-06-21,Actif,23690000,2606000,Trimestrielle,Oui,Virement bancaire,12
CTR-03656,CLT-0649,PRD-004,AGT-042,AGC-007,2025-02-25,2026-02-20,Actif,6222000,436000,Annuelle,Oui,Carte bancaire,12
CTR-03657,CLT-0780,PRD-005,AGT-031,AGC-005,2025-01-30,2027-01-20,Actif,1363000,82000,Semestrielle,Non,Mobile Money,24
CTR-03658,CLT-0167,PRD-002,AGT-001,AGC-001,2023-10-23,2024-10-17,Expiré,6117000,612000,Mensuelle,Oui,Carte bancaire,12
CTR-03659,CLT-0179,PRD-001,AGT-025,AGC-004,2023-01-03,2023-12-29,Expiré,5065000,405000,Mensuelle,Oui,Mobile Money,12
CTR-03660,CLT-0832,PRD-006,AGT-032,AGC-005,2025-03-19,2027-03-09,Actif,23970000,2637000,Mensuelle,Oui,Espèces,24
CTR-03661,CLT-0483,PRD-007,AGT-004,AGC-001,2023-02-23,2024-02-18,Résilié,42910000,5149000,Mensuelle,Non,Carte bancaire,12
CTR-03662,CLT-0180,PRD-008,AGT-058,AGC-011,2023-09-12,2025-09-01,Expiré,83016000,10792000,Semestrielle,Non,Mobile Money,24
CTR-03663,CLT-0956,PRD-008,AGT-045,AGC-008,2024-07-02,2026-06-22,Actif,53664000,6976000,Semestrielle,Oui,Espèces,24
CTR-03664,CLT-0791,PRD-003,AGT-005,AGC-001,2024-12-19,2026-12-09,Actif,3721000,335000,Semestrielle,Non,Carte bancaire,24
CTR-03665,CLT-0945,PRD-004,AGT-003,AGC-001,2024-03-31,2025-03-26,Expiré,2740000,192000,Annuelle,Non,Chèque,12
CTR-03666,CLT-0872,PRD-005,AGT-021,AGC-003,2024-03-15,2027-02-28,Actif,2308000,138000,Trimestrielle,Oui,Chèque,36
CTR-03667,CLT-0496,PRD-002,AGT-035,AGC-006,2023-03-16,2024-03-10,Expiré,11488000,1149000,Trimestrielle,Non,Mobile Money,12
CTR-03668,CLT-0430,PRD-008,AGT-049,AGC-009,2023-10-25,2024-10-19,Expiré,96926000,12600000,Trimestrielle,Non,Virement bancaire,12
CTR-03669,CLT-0197,PRD-005,AGT-012,AGC-002,2023-12-18,2024-12-12,Expiré,2336000,140000,Annuelle,Non,Virement bancaire,12
CTR-03670,CLT-0504,PRD-006,AGT-046,AGC-008,2024-11-27,2026-11-17,Actif,12479000,1373000,Annuelle,Oui,Espèces,24
CTR-03671,CLT-0743,PRD-001,AGT-036,AGC-006,2024-11-03,2025-10-29,Résilié,1849000,148000,Semestrielle,Non,Espèces,12
CTR-03672,CLT-0630,PRD-003,AGT-035,AGC-006,2024-11-26,2025-11-21,Expiré,3920000,353000,Annuelle,Non,Virement bancaire,12
CTR-03673,CLT-0969,PRD-003,AGT-036,AGC-006,2023-05-25,2024-05-19,Expiré,8852000,797000,Trimestrielle,Non,Virement bancaire,12
CTR-03674,CLT-0078,PRD-006,AGT-023,AGC-003,2024-09-15,2027-08-31,Actif,11891000,1308000,Annuelle,Non,Mobile Money,36
CTR-03675,CLT-0797,PRD-004,AGT-016,AGC-002,2023-05-09,2026-04-23,Actif,8916000,624000,Semestrielle,Non,Chèque,36
CTR-03676,CLT-0793,PRD-001,AGT-011,AGC-002,2023-11-25,2025-11-14,Expiré,3560000,285000,Annuelle,Non,Espèces,24
CTR-03677,CLT-0994,PRD-008,AGT-027,AGC-004,2023-03-27,2025-03-16,Expiré,84829000,11028000,Semestrielle,Oui,Mobile Money,24
CTR-03678,CLT-0330,PRD-003,AGT-009,AGC-001,2024-05-25,2025-05-20,Expiré,12087000,1088000,Mensuelle,Non,Espèces,12
CTR-03679,CLT-0924,PRD-006,AGT-007,AGC-001,2024-04-19,2025-04-14,Expiré,15736000,1731000,Mensuelle,Non,Virement bancaire,12
CTR-03680,CLT-0293,PRD-004,AGT-004,AGC-001,2023-05-24,2024-05-18,Expiré,4113000,288000,Semestrielle,Non,Chèque,12
CTR-03681,CLT-0177,PRD-004,AGT-021,AGC-003,2024-11-19,2025-11-14,Expiré,2932000,205000,Mensuelle,Oui,Carte bancaire,12
CTR-03682,CLT-0387,PRD-001,AGT-026,AGC-004,2023-08-17,2024-08-11,Résilié,2682000,215000,Mensuelle,Non,Virement bancaire,12
CTR-03683,CLT-0974,PRD-007,AGT-054,AGC-010,2024-02-17,2025-02-11,Expiré,60050000,7206000,Annuelle,Non,Virement bancaire,12
CTR-03684,CLT-0268,PRD-008,AGT-027,AGC-004,2025-01-02,2025-12-28,Expiré,37751000,4908000,Trimestrielle,Non,Carte bancaire,12
CTR-03685,CLT-0963,PRD-006,AGT-019,AGC-003,2023-03-10,2024-03-04,Expiré,7086000,779000,Semestrielle,Oui,Virement bancaire,12
CTR-03686,CLT-0305,PRD-003,AGT-035,AGC-006,2024-12-29,2026-12-19,Actif,6925000,623000,Trimestrielle,Non,Carte bancaire,24
CTR-03687,CLT-0267,PRD-005,AGT-040,AGC-007,2024-05-11,2025-05-06,Expiré,1311000,79000,Mensuelle,Non,Virement bancaire,12
CTR-03688,CLT-0122,PRD-001,AGT-021,AGC-003,2024-07-02,2026-06-22,Actif,3643000,291000,Trimestrielle,Non,Virement bancaire,24
CTR-03689,CLT-0895,PRD-006,AGT-057,AGC-011,2023-05-10,2024-05-04,Résilié,20139000,2215000,Trimestrielle,Non,Mobile Money,12
CTR-03690,CLT-0016,PRD-005,AGT-053,AGC-010,2023-11-13,2024-11-07,Expiré,2125000,128000,Mensuelle,Non,Mobile Money,12
CTR-03691,CLT-0106,PRD-005,AGT-030,AGC-005,2023-02-03,2025-01-23,Expiré,2007000,120000,Semestrielle,Non,Virement bancaire,24
CTR-03692,CLT-0909,PRD-001,AGT-009,AGC-001,2025-04-19,2027-04-09,Actif,4792000,383000,Mensuelle,Oui,Virement bancaire,24
CTR-03693,CLT-0917,PRD-006,AGT-036,AGC-006,2024-04-14,2025-04-09,Expiré,13849000,1523000,Mensuelle,Non,Mobile Money,12
CTR-03694,CLT-0663,PRD-004,AGT-024,AGC-003,2025-05-03,2027-04-23,Actif,7831000,548000,Trimestrielle,Oui,Mobile Money,24
CTR-03695,CLT-0584,PRD-008,AGT-010,AGC-002,2024-11-03,2025-10-29,Expiré,105417000,13704000,Semestrielle,Non,Espèces,12
CTR-03696,CLT-0580,PRD-005,AGT-051,AGC-009,2025-04-27,2026-04-22,Actif,1659000,100000,Semestrielle,Non,Mobile Money,12
CTR-03697,CLT-0159,PRD-005,AGT-016,AGC-002,2023-09-15,2024-09-09,Résilié,1708000,102000,Semestrielle,Non,Chèque,12
CTR-03698,CLT-0538,PRD-001,AGT-009,AGC-001,2025-06-18,2026-06-13,Actif,2969000,238000,Mensuelle,Non,Espèces,12
CTR-03699,CLT-0009,PRD-003,AGT-030,AGC-005,2025-06-02,2026-05-28,Actif,14834000,1335000,Semestrielle,Oui,Espèces,12
CTR-03700,CLT-0341,PRD-008,AGT-019,AGC-003,2024-07-13,2027-06-28,Actif,79895000,10386000,Semestrielle,Non,Carte bancaire,36
CTR-03701,CLT-0672,PRD-007,AGT-004,AGC-001,2023-01-11,2024-01-06,Expiré,79827000,9579000,Annuelle,Oui,Virement bancaire,12
CTR-03702,CLT-0175,PRD-008,AGT-017,AGC-002,2024-01-23,2027-01-07,Actif,44369000,5768000,Mensuelle,Oui,Mobile Money,36
CTR-03703,CLT-0714,PRD-001,AGT-034,AGC-005,2023-03-02,2024-02-25,Résilié,3876000,310000,Mensuelle,Non,Virement bancaire,12
CTR-03704,CLT-0635,PRD-005,AGT-051,AGC-009,2025-05-19,2027-05-09,Actif,640000,38000,Mensuelle,Non,Mobile Money,24
CTR-03705,CLT-0873,PRD-002,AGT-033,AGC-005,2023-07-25,2024-07-19,Expiré,9094000,909000,Semestrielle,Non,Mobile Money,12
CTR-03706,CLT-0332,PRD-003,AGT-003,AGC-001,2025-02-28,2027-02-18,Actif,5756000,518000,Trimestrielle,Oui,Mobile Money,24
CTR-03707,CLT-0357,PRD-003,AGT-059,AGC-012,2023-09-26,2024-09-20,Expiré,9188000,827000,Annuelle,Non,Espèces,12
CTR-03708,CLT-0615,PRD-001,AGT-017,AGC-002,2024-01-10,2025-01-04,Expiré,2024000,162000,Mensuelle,Non,Virement bancaire,12
CTR-03709,CLT-0686,PRD-006,AGT-060,AGC-012,2023-03-08,2024-03-02,Expiré,17544000,1930000,Mensuelle,Oui,Mobile Money,12
CTR-03710,CLT-0800,PRD-008,AGT-030,AGC-005,2023-10-09,2024-10-03,Expiré,55606000,7229000,Semestrielle,Non,Virement bancaire,12
CTR-03711,CLT-0124,PRD-003,AGT-005,AGC-001,2023-12-12,2025-12-01,Expiré,11864000,1068000,Mensuelle,Oui,Carte bancaire,24
CTR-03712,CLT-0591,PRD-007,AGT-022,AGC-003,2025-03-09,2026-03-04,Actif,36472000,4377000,Annuelle,Non,Chèque,12
CTR-03713,CLT-0506,PRD-005,AGT-059,AGC-012,2024-07-24,2026-07-14,Actif,449000,27000,Mensuelle,Non,Virement bancaire,24
CTR-03714,CLT-0510,PRD-002,AGT-015,AGC-002,2024-04-02,2025-03-28,Expiré,17002000,1700000,Trimestrielle,Oui,Carte bancaire,12
CTR-03715,CLT-0715,PRD-006,AGT-054,AGC-010,2024-05-27,2025-05-22,Expiré,10371000,1141000,Semestrielle,Non,Espèces,12
CTR-03716,CLT-0348,PRD-005,AGT-031,AGC-005,2025-03-10,2026-03-05,Actif,2186000,131000,Mensuelle,Non,Virement bancaire,12
CTR-03717,CLT-0700,PRD-002,AGT-025,AGC-004,2023-01-05,2023-12-31,Résilié,4929000,493000,Semestrielle,Non,Mobile Money,12
CTR-03718,CLT-0667,PRD-003,AGT-005,AGC-001,2025-03-10,2026-03-05,Actif,10458000,941000,Annuelle,Non,Virement bancaire,12
CTR-03719,CLT-0920,PRD-001,AGT-017,AGC-002,2024-05-11,2025-05-06,Expiré,4834000,387000,Annuelle,Non,Mobile Money,12
CTR-03720,CLT-0342,PRD-003,AGT-039,AGC-006,2023-01-31,2026-01-15,Actif,4134000,372000,Mensuelle,Non,Virement bancaire,36
CTR-03721,CLT-0850,PRD-003,AGT-017,AGC-002,2023-11-11,2025-10-31,Expiré,9059000,815000,Annuelle,Non,Espèces,24
CTR-03722,CLT-0695,PRD-001,AGT-015,AGC-002,2025-03-10,2027-02-28,Actif,3169000,254000,Mensuelle,Non,Chèque,24
CTR-03723,CLT-0846,PRD-003,AGT-031,AGC-005,2024-05-28,2026-05-18,Actif,7538000,678000,Trimestrielle,Non,Mobile Money,24
CTR-03724,CLT-0143,PRD-003,AGT-020,AGC-003,2024-01-29,2026-01-18,Actif,7321000,659000,Trimestrielle,Non,Mobile Money,24
CTR-03725,CLT-0991,PRD-004,AGT-028,AGC-004,2023-11-14,2025-11-03,Expiré,3515000,246000,Mensuelle,Oui,Mobile Money,24
CTR-03726,CLT-0268,PRD-003,AGT-013,AGC-002,2023-09-02,2024-08-27,Expiré,7189000,647000,Semestrielle,Non,Chèque,12
CTR-03727,CLT-0294,PRD-002,AGT-002,AGC-001,2024-12-06,2026-11-26,Actif,6975000,698000,Semestrielle,Oui,Mobile Money,24
CTR-03728,CLT-0201,PRD-004,AGT-020,AGC-003,2024-10-26,2025-10-21,Expiré,4634000,324000,Mensuelle,Oui,Mobile Money,12
CTR-03729,CLT-0452,PRD-007,AGT-022,AGC-003,2023-12-23,2024-12-17,Expiré,18908000,2269000,Mensuelle,Non,Espèces,12
CTR-03730,CLT-0906,PRD-008,AGT-002,AGC-001,2024-09-22,2026-09-12,Actif,49520000,6438000,Trimestrielle,Non,Espèces,24
CTR-03731,CLT-0533,PRD-001,AGT-007,AGC-001,2024-03-28,2026-03-18,Actif,3113000,249000,Mensuelle,Non,Espèces,24
CTR-03732,CLT-0271,PRD-004,AGT-060,AGC-012,2024-09-10,2025-09-05,Expiré,3808000,267000,Semestrielle,Non,Mobile Money,12
CTR-03733,CLT-0259,PRD-008,AGT-014,AGC-002,2025-03-05,2026-02-28,Actif,67293000,8748000,Semestrielle,Non,Virement bancaire,12
CTR-03734,CLT-0428,PRD-001,AGT-035,AGC-006,2024-12-18,2027-12-03,Actif,3829000,306000,Trimestrielle,Non,Chèque,36
CTR-03735,CLT-0324,PRD-004,AGT-005,AGC-001,2023-07-13,2024-07-07,Expiré,6441000,451000,Mensuelle,Oui,Virement bancaire,12
CTR-03736,CLT-0858,PRD-004,AGT-001,AGC-001,2025-05-30,2026-05-25,Actif,6643000,465000,Trimestrielle,Oui,Mobile Money,12
CTR-03737,CLT-0714,PRD-007,AGT-012,AGC-002,2024-10-05,2027-09-20,Actif,36576000,4389000,Annuelle,Non,Virement bancaire,36
CTR-03738,CLT-0551,PRD-006,AGT-057,AGC-011,2024-08-09,2025-08-04,Expiré,21799000,2398000,Trimestrielle,Non,Espèces,12
CTR-03739,CLT-0036,PRD-004,AGT-013,AGC-002,2023-04-22,2025-04-11,Expiré,3692000,258000,Trimestrielle,Non,Espèces,24
CTR-03740,CLT-0242,PRD-006,AGT-060,AGC-012,2024-08-19,2026-08-09,Actif,11243000,1237000,Semestrielle,Non,Espèces,24
CTR-03741,CLT-0768,PRD-002,AGT-024,AGC-003,2024-05-26,2025-05-21,Expiré,7066000,707000,Semestrielle,Oui,Mobile Money,12
CTR-03742,CLT-0213,PRD-003,AGT-054,AGC-010,2024-09-03,2025-08-29,Résilié,5414000,487000,Trimestrielle,Non,Espèces,12
CTR-03743,CLT-0211,PRD-001,AGT-010,AGC-002,2023-05-13,2024-05-07,Expiré,4868000,389000,Semestrielle,Oui,Mobile Money,12
CTR-03744,CLT-0238,PRD-007,AGT-013,AGC-002,2023-10-14,2025-10-03,Expiré,51324000,6159000,Semestrielle,Non,Chèque,24
CTR-03745,CLT-0214,PRD-002,AGT-020,AGC-003,2023-03-17,2025-03-06,Expiré,8739000,874000,Annuelle,Non,Espèces,24
CTR-03746,CLT-0176,PRD-003,AGT-002,AGC-001,2023-10-03,2025-09-22,Résilié,9295000,837000,Trimestrielle,Non,Carte bancaire,24
CTR-03747,CLT-0487,PRD-001,AGT-016,AGC-002,2024-06-03,2025-05-29,Expiré,4965000,397000,Trimestrielle,Non,Espèces,12
CTR-03748,CLT-0053,PRD-005,AGT-041,AGC-007,2023-12-08,2024-12-02,Expiré,2680000,161000,Annuelle,Oui,Chèque,12
CTR-03749,CLT-0956,PRD-003,AGT-046,AGC-008,2023-02-16,2025-02-05,Résilié,14534000,1308000,Annuelle,Non,Virement bancaire,24
CTR-03750,CLT-0005,PRD-002,AGT-039,AGC-006,2023-05-19,2024-05-13,Résilié,5321000,532000,Mensuelle,Non,Mobile Money,12
CTR-03751,CLT-0037,PRD-006,AGT-024,AGC-003,2024-11-11,2025-11-06,Expiré,24000000,2640000,Trimestrielle,Oui,Virement bancaire,12
CTR-03752,CLT-0065,PRD-004,AGT-005,AGC-001,2025-06-23,2026-06-18,Actif,7223000,506000,Trimestrielle,Oui,Mobile Money,12
CTR-03753,CLT-0574,PRD-001,AGT-055,AGC-010,2024-01-04,2024-12-29,Résilié,4390000,351000,Annuelle,Non,Chèque,12
CTR-03754,CLT-0004,PRD-003,AGT-059,AGC-012,2024-02-20,2026-02-09,Actif,3012000,271000,Mensuelle,Non,Mobile Money,24
CTR-03755,CLT-0906,PRD-008,AGT-008,AGC-001,2025-04-06,2026-04-01,Actif,39986000,5198000,Trimestrielle,Non,Carte bancaire,12
CTR-03756,CLT-0529,PRD-004,AGT-030,AGC-005,2024-10-23,2025-10-18,Expiré,5855000,410000,Annuelle,Non,Virement bancaire,12
CTR-03757,CLT-0730,PRD-001,AGT-014,AGC-002,2023-07-06,2024-06-30,Expiré,2198000,176000,Mensuelle,Oui,Espèces,12
CTR-03758,CLT-0039,PRD-007,AGT-052,AGC-009,2025-05-08,2027-04-28,Actif,56600000,6792000,Annuelle,Oui,Mobile Money,24
CTR-03759,CLT-0081,PRD-006,AGT-045,AGC-008,2025-05-15,2026-05-10,Actif,19375000,2131000,Annuelle,Non,Espèces,12
CTR-03760,CLT-0408,PRD-001,AGT-046,AGC-008,2023-06-11,2024-06-05,Expiré,7098000,568000,Mensuelle,Non,Virement bancaire,12
CTR-03761,CLT-0135,PRD-005,AGT-057,AGC-011,2023-05-20,2024-05-14,Expiré,644000,39000,Mensuelle,Non,Mobile Money,12
CTR-03762,CLT-0135,PRD-006,AGT-001,AGC-001,2023-04-09,2024-04-03,Expiré,23765000,2614000,Semestrielle,Oui,Espèces,12
CTR-03763,CLT-0679,PRD-002,AGT-008,AGC-001,2024-08-03,2025-07-29,Résilié,6685000,668000,Annuelle,Non,Virement bancaire,12
CTR-03764,CLT-0997,PRD-003,AGT-038,AGC-006,2024-02-25,2025-02-19,Expiré,14285000,1286000,Trimestrielle,Non,Mobile Money,12
CTR-03765,CLT-0385,PRD-002,AGT-055,AGC-010,2025-02-10,2028-01-26,Actif,13116000,1312000,Trimestrielle,Non,Chèque,36
CTR-03766,CLT-0221,PRD-003,AGT-053,AGC-010,2024-07-19,2025-07-14,Expiré,3477000,313000,Mensuelle,Oui,Chèque,12
CTR-03767,CLT-0386,PRD-001,AGT-026,AGC-004,2023-05-05,2025-04-24,Expiré,4955000,396000,Trimestrielle,Non,Mobile Money,24
CTR-03768,CLT-0955,PRD-008,AGT-012,AGC-002,2024-08-24,2025-08-19,Expiré,59866000,7783000,Trimestrielle,Non,Mobile Money,12
CTR-03769,CLT-0466,PRD-002,AGT-041,AGC-007,2024-12-08,2025-12-03,Résilié,6637000,664000,Mensuelle,Non,Espèces,12
CTR-03770,CLT-0164,PRD-001,AGT-059,AGC-012,2023-07-21,2024-07-15,Expiré,2189000,175000,Trimestrielle,Non,Virement bancaire,12
CTR-03771,CLT-0223,PRD-003,AGT-060,AGC-012,2023-05-29,2024-05-23,Expiré,15333000,1380000,Annuelle,Non,Carte bancaire,12
CTR-03772,CLT-0044,PRD-007,AGT-037,AGC-006,2023-11-03,2024-10-28,Expiré,56222000,6747000,Annuelle,Oui,Mobile Money,12
CTR-03773,CLT-0379,PRD-003,AGT-039,AGC-006,2024-11-12,2026-11-02,Actif,9808000,883000,Mensuelle,Non,Carte bancaire,24
CTR-03774,CLT-0660,PRD-003,AGT-012,AGC-002,2024-12-11,2027-11-26,Actif,11299000,1017000,Annuelle,Oui,Mobile Money,36
CTR-03775,CLT-0361,PRD-008,AGT-050,AGC-009,2023-08-01,2025-07-21,Expiré,63295000,8228000,Annuelle,Non,Espèces,24
CTR-03776,CLT-0928,PRD-007,AGT-032,AGC-005,2023-09-06,2025-08-26,Expiré,71610000,8593000,Trimestrielle,Oui,Virement bancaire,24
